feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label
0.9156528,0.019232059,0.56987214,0.29465026,0.84902865,0.63284963,0.538877,0.11458817,0.5402228,0.6319041,0.0
0.9559123,0.585051,0.9674006,0.96160614,0.6502003,0.505908,0.46602175,0.89037853,0.028256683,0.1138082,0.0
0.10207173,0.7569353,0.33965102,0.63796854,0.6037829,0.38582796,0.5315677,0.64513856,0.94095033,0.57563406,1.0
0.6143675,0.06785582,0.9522158,0.52808195,0.8012734,0.05029106,0.42091015,0.25697547,0.2669759,0.7914537,1.0
0.62386674,0.4397453,0.010585739,0.964928,0.96202326,0.21755221,0.04134637,0.53019935,0.95141083,0.91039586,1.0
0.58466285,0.30354884,0.32996088,0.8979136,0.49178404,0.13111623,0.24842547,0.2767949,0.12354668,0.46304438,1.0
0.9160509,0.66878253,0.07247392,0.0054948176,0.27624768,0.36269292,0.7767497,0.96700555,0.38756716,0.68669003,1.0
0.9949019,0.74566656,0.6361895,0.07807486,0.3232152,0.9133922,0.20100549,0.8435904,0.6963237,0.36632437,0.0
0.52917427,0.54280645,0.7140538,0.51655596,0.133076,0.77345467,0.4062725,0.9630939,0.28351378,0.26307878,0.0
0.3335074,0.572317,0.89486974,0.17628165,0.2796788,0.5816798,0.45433423,0.44732288,0.82073426,0.9238783,0.0
0.48130697,0.6873518,0.8010587,0.5183664,0.2943164,0.6380846,0.5851091,0.9015628,0.052407037,0.9101314,1.0
0.53443205,0.015676117,0.34470218,0.7243336,0.4884331,0.98015904,0.42261007,0.32663524,0.82167196,0.5479067,1.0
0.68232656,0.8057023,0.67142755,0.4224075,0.12479645,0.5802482,0.89743334,0.4188924,0.91072524,0.5035278,0.0
0.62084156,0.8329885,0.56459713,0.09096934,0.9809794,0.2458493,0.7105053,0.5051134,0.47877264,0.24394082,0.0
0.72215074,0.11278827,0.9904533,0.8453735,0.53450894,0.42455295,0.28646463,0.50159144,0.8794175,0.2750064,1.0
0.50053746,0.2345499,0.3371491,0.19026051,0.9905392,0.57149744,0.73281515,0.09824991,0.36611754,0.8926398,1.0
0.084438324,0.16548322,0.6254176,0.62278897,0.83822703,0.93549275,0.14198647,0.2593738,0.42746142,0.0009032855,0.0
0.0698143,0.22649127,0.48110196,0.25152275,0.87668186,0.32427287,0.92462283,0.97478724,0.44986153,0.22712882,0.0
0.29166612,0.7763337,0.2733497,0.38058287,0.47857586,0.5751111,0.9961004,0.23220976,0.3534237,0.26289117,0.0
0.36111343,0.100804515,0.35980976,0.887865,0.29858986,0.37193477,0.94447416,0.728379,0.5167387,0.7771927,1.0
0.12317965,0.46449035,0.11823613,0.23361814,0.14186727,0.36180124,0.38163933,0.9473086,0.26412573,0.47242886,1.0
0.81137943,0.81561756,0.7503432,0.28783375,0.49497163,0.1862116,0.18839952,0.4358412,0.7385922,0.52658427,0.0
0.8866832,0.8309088,0.03160544,0.56841904,0.60916126,0.96157515,0.023236627,0.5311038,0.20478137,0.053662907,1.0
0.58748853,0.77260417,0.77486545,0.03028841,0.4069464,0.044509627,0.24783865,0.1928807,0.21518257,0.33911842,0.0
0.27741805,0.9622799,0.35240713,0.8941725,0.18104167,0.76374686,0.061345536,0.46276122,0.00551044,0.81029075,0.0
0.95048606,0.03510737,0.93384635,0.7738539,0.35886157,0.90887654,0.29625726,0.40929532,0.09671126,0.65693897,0.0
0.029600829,0.48490527,0.68319184,0.8212376,0.14994138,0.75409037,0.71907705,0.55957055,0.5846446,0.09127072,0.0
0.600471,0.3815222,0.86758083,0.31309888,0.57659507,0.4265714,0.87626195,0.25391668,0.07880236,0.74865574,0.0
0.4128966,0.58909833,0.026389332,0.9521098,0.8776184,0.6238679,0.017029842,0.37797648,0.97879654,0.6813304,1.0
0.16098785,0.46059674,0.96673775,0.5347082,0.024614528,0.6197721,0.27121654,0.09884595,0.40290844,0.5585231,0.0
0.017040718,0.5590468,0.51120317,0.79390836,0.42354983,0.5534504,0.7420093,0.89714587,0.38003457,0.6016335,1.0
0.6946109,0.043270677,0.8007605,0.37743017,0.6702389,0.47166407,0.7023392,0.72433096,0.19157101,0.6621742,1.0
0.8513234,0.2355672,0.7581835,0.6338251,0.95512605,0.26024657,0.15427777,0.312121,0.25795877,0.7568328,1.0
0.7331093,0.6696849,0.21637912,0.8618068,0.9565716,0.53160584,0.64937276,0.50069207,0.2835577,0.2861476,0.0
0.31342053,0.19085,0.90192366,0.85839814,0.46163937,0.36725143,0.93907833,0.22237347,0.55354196,0.054498155,1.0
0.1912022,0.6040269,0.66218364,0.5809958,0.8696014,0.9934052,0.76386184,0.4650918,0.83393466,0.1203874,0.0
0.6832707,0.5183378,0.17806588,0.9729336,0.3384374,0.6154234,0.8785942,0.50668883,0.11513785,0.81873906,0.0
0.35321376,0.98306686,0.8838254,0.85344934,0.35625318,0.7571298,0.9863291,0.5263216,0.47073215,0.014665821,1.0
0.7002038,0.8584776,0.24745719,0.31502458,0.50067705,0.07208016,0.08964247,0.42111075,0.26121897,0.4060373,1.0
0.4543863,0.9762734,0.9442598,0.13973016,0.882586,0.08020666,0.5076355,0.1639099,0.36589214,0.74334025,0.0
0.42450547,0.8069513,0.7188157,0.94283944,0.534156,0.8021479,0.32290712,0.34574583,0.40051046,0.41091573,1.0
0.10325322,0.51909894,0.09680322,0.88976216,0.061844785,0.44969442,0.28469408,0.15486942,0.78383666,0.7149324,0.0
0.14594789,0.63276565,0.79255515,0.77333224,0.0922796,0.6855127,0.7160239,0.8621663,0.50804436,0.461094,0.0
0.9651163,0.79651225,0.558731,0.33061707,0.845238,0.45543638,0.09268519,0.45490426,0.8719684,0.44828215,1.0
0.014349148,0.6114853,0.99583,0.8172486,0.6172379,0.9143989,0.8135817,0.49863935,0.59122026,0.7312928,0.0
0.8464262,0.058176402,0.7748039,0.44750345,0.66079855,0.764633,0.5395019,0.15851486,0.40952682,0.076873,0.0
0.6893007,0.9537062,0.7952528,0.38978642,0.5842915,0.30420068,0.5410456,0.30072692,0.73832476,0.2593415,0.0
0.9640204,0.66194874,0.068777844,0.010777763,0.99704635,0.22050558,0.31256273,0.20841402,0.9281018,0.6520129,0.0
0.5043863,0.5576508,0.31787285,0.614175,0.41960037,0.19922815,0.6566051,0.37384057,0.78506637,0.41539496,1.0
0.5082714,0.78746647,0.4478781,0.96622115,0.79302865,0.8264304,0.9539205,0.38885063,0.5800803,0.6935917,1.0
0.67345846,0.95293677,0.28834864,0.29136154,0.9180044,0.7993056,0.20335662,0.5700469,0.7457637,0.3530364,0.0
0.43438226,0.5753966,0.46710855,0.7530424,0.0059387535,0.4346325,0.33758137,0.60916406,0.7759584,0.076145165,1.0
0.15805973,0.6650816,0.7384024,0.58820176,0.98280334,0.4994615,0.13629234,0.68629104,0.6020755,0.5904215,1.0
0.5458536,0.93909574,0.1291564,0.0731973,0.15411717,0.24499021,0.5929463,0.61242527,0.23260188,0.4892255,1.0
0.48206186,0.45311075,0.8035453,0.47169307,0.7583655,0.16648114,0.53196734,0.8241048,0.17771658,0.46492216,1.0
0.6090793,0.18477458,0.7567656,0.07899625,0.9464155,0.4682215,0.33612308,0.11680701,0.43259665,0.65980405,1.0
0.09448728,0.3062691,0.8360176,0.64618105,0.206373,0.1609098,0.90448505,0.2870202,0.17950016,0.999964,0.0
0.30919182,0.12474019,0.46175763,0.4343451,0.92680246,0.13420495,0.0911364,0.09297867,0.90428746,0.4493692,0.0
0.15060653,0.5938301,0.53762335,0.19840674,0.60303813,0.34023124,0.23837076,0.5104006,0.29164925,0.22213992,1.0
0.8797224,0.15576258,0.28058997,0.38613838,0.2736383,0.21071064,0.7711461,0.32901615,0.11251296,0.54089516,1.0
0.12548849,0.3575196,0.88182676,0.3691612,0.632509,0.51462555,0.13772485,0.6490696,0.856035,0.09321247,1.0
0.7536801,0.6902113,0.8666606,0.104091935,0.30569538,0.6942915,0.022017978,0.73407567,0.8579786,0.45330405,1.0
0.4343299,0.27846897,0.00505187,0.18630351,0.9798641,0.8672861,0.26650465,0.9637489,0.36771262,0.29758537,0.0
0.15280764,0.9016111,0.9869925,0.3274114,0.7034304,0.3353034,0.104990736,0.3926923,0.55156994,0.12301676,1.0
0.81827277,0.49736312,0.23438296,0.59275955,0.7932593,0.32762435,0.70147634,0.4278592,0.9640512,0.77094007,1.0
0.3563509,0.01774796,0.6575199,0.19787216,0.121879175,0.93177646,0.999949,0.26988882,0.30176854,0.16498893,1.0
0.4576848,0.8658438,0.70150596,0.84633154,0.22848165,0.73045605,0.91852665,0.28141612,0.69065356,0.40065742,1.0
0.29022664,0.96962345,0.34863323,0.10784968,0.3885892,0.4476783,0.7522108,0.9499143,0.817057,0.9309413,0.0
0.47506014,0.71931654,0.30904958,0.06958711,0.36547354,0.69791526,0.2746221,0.8614059,0.79077286,0.19404255,0.0
0.33083677,0.8253026,0.24393779,0.33160216,0.34306693,0.801042,0.037030265,0.07378698,0.5784516,0.39711198,1.0
0.63288534,0.26646128,0.9095827,0.76094186,0.06774622,0.7839055,0.9695824,0.9424356,0.7354838,0.123593755,1.0
0.57607675,0.28423274,0.97021294,0.7174857,0.6107656,0.695088,0.43797913,0.37273675,0.9357996,0.33192712,1.0
0.041436132,0.40084016,0.79034036,0.6484684,0.9621708,0.106201865,0.9115463,0.3688492,0.4740026,0.42848215,1.0
0.116452284,0.24779646,0.74227154,0.023007542,0.13388777,0.025210168,0.8573881,0.6173248,0.16992866,0.76877224,0.0
0.9668006,0.93456036,0.92154753,0.0078102155,0.5890135,0.25663263,0.5646472,0.3180303,0.15366654,0.4444937,0.0
0.49509633,0.9897655,0.042387884,0.3011552,0.85189384,0.6596955,0.82668304,0.6602909,0.7595363,0.49292174,0.0
0.20487769,0.8100039,0.56782067,0.1395052,0.80489403,0.9585859,0.34616387,0.29351225,0.08177518,0.66449124,1.0
0.9589616,0.13599269,0.48515964,0.098238185,0.034109905,0.6645011,0.86768717,0.33757055,0.87576514,0.1170531,0.0
0.23796068,0.90160674,0.5085099,0.6081924,0.038018234,0.12838991,0.05579081,0.90500075,0.13479497,0.84967285,0.0
0.3510347,0.8005975,0.36504355,0.26768404,0.093660705,0.28070658,0.4714797,0.8175088,0.45251495,0.97143555,1.0
0.541633,0.02494563,0.4153673,0.6888991,0.23429164,0.69863,0.5036973,0.025737775,0.77435297,0.5603737,0.0
0.08249351,0.47521403,0.28729287,0.8796815,0.28492704,0.94168705,0.54613274,0.3236137,0.813545,0.6974004,1.0
0.41396248,0.6296183,0.77858424,0.8515578,0.8164127,0.16607709,0.8283895,0.05862906,0.20017068,0.6229267,1.0
0.114692524,0.6033476,0.3079657,0.42946658,0.3151515,0.07017357,0.50075877,0.96359944,0.6117833,0.30003187,0.0
0.9561498,0.38923725,0.69751775,0.6341128,0.95291084,0.9146027,0.14800406,0.08568587,0.8096423,0.9049432,0.0
0.4929736,0.69076127,0.06978828,0.21980439,0.1493762,0.6011606,0.1975399,0.059846316,0.3022073,0.6772124,1.0
0.57786375,0.33072495,0.83347887,0.2762691,0.26054764,0.55994743,0.47821563,0.44597265,0.15578562,0.5046462,0.0
0.25901893,0.39217988,0.73357046,0.9368628,0.77386296,0.4056339,0.59303313,0.7464978,0.41422105,0.36024815,0.0
0.1352433,0.7362608,0.8385086,0.3165844,0.78350776,0.61021304,0.78408307,0.41133738,0.74757636,0.4085091,1.0
0.088757984,0.5505789,0.45432872,0.2528799,0.8921133,0.3828533,0.039126113,0.38213575,0.4245098,0.8616377,0.0
0.7991832,0.19996658,0.83902925,0.24792723,0.34193414,0.07681845,0.055356313,0.6808601,0.9233411,0.49301687,1.0
0.84409374,0.79375124,0.66467875,0.9782289,0.8021879,0.2748444,0.7890142,0.69266164,0.39952046,0.07679747,1.0
0.21435954,0.7972379,0.24848528,0.997858,0.69398814,0.47722247,0.5704367,0.61087275,0.96894485,0.1617412,0.0
0.2723958,0.70959103,0.23985799,0.8712972,0.34653416,0.1808394,0.047620762,0.59559506,0.8252822,0.2737931,0.0
0.9175395,0.7577343,0.061300684,0.57263297,0.5674409,0.2023723,0.3345444,0.4582789,0.04807782,0.14977641,1.0
0.16400439,0.37923574,0.7473575,0.83130366,0.16284904,0.75190604,0.67070997,0.8906874,0.96879125,0.12446061,0.0
0.08067386,0.7997301,0.16217087,0.19457452,0.8820359,0.9389649,0.31847125,0.8421681,0.8588569,0.6053905,0.0
0.56608844,0.5758384,0.3012892,0.61886704,0.24358027,0.17763229,0.41295046,0.70578045,0.6214277,0.9648821,1.0
0.6464559,0.14131404,0.16121821,0.09306714,0.19117376,0.5979509,0.83828646,0.8938677,0.40004387,0.558583,1.0
0.8091996,0.31207052,0.59566903,0.17408252,0.47654033,0.17307226,0.4624264,0.39681968,0.43326482,0.24371223,1.0
0.13604334,0.27566534,0.23958004,0.7342962,0.7169751,0.58448297,0.0913338,0.5662618,0.07923703,0.018173018,0.0
0.3525961,0.24054492,0.5946477,0.9286425,0.71985203,0.76736087,0.9508931,0.6340911,0.57773095,0.601868,0.0
0.86580527,0.38809904,0.79533625,0.6522569,0.30457154,0.013688411,0.20991999,0.6999888,0.57969034,0.2745947,1.0
0.43430248,0.6611488,0.12708615,0.4322796,0.41662422,0.54260105,0.5219137,0.36772668,0.76273364,0.06722904,1.0
0.035538472,0.42025933,0.89669424,0.27756935,0.17230932,0.9282084,0.16822326,0.37484053,0.7290155,0.260924,0.0
0.22984953,0.39766723,0.78736484,0.9109833,0.031292528,0.16510813,0.9586013,0.5927913,0.55141026,0.8135437,0.0
0.0397833,0.013836252,0.9674941,0.82857066,0.7473818,0.15570077,0.47660393,0.9372935,0.9335996,0.009247107,0.0
0.7524914,0.0062377662,0.98430175,0.4169672,0.9735187,0.3677468,0.2931873,0.31629196,0.7306791,0.19967283,1.0
0.8640577,0.5905727,0.96991104,0.9870849,0.185182,0.95578206,0.046538487,0.027863724,0.9438646,0.96239674,0.0
0.14724767,0.4424158,0.49409252,0.8602812,0.62791723,0.7745664,0.48509684,0.6484137,0.7354094,0.7378813,0.0
0.0017378267,0.099908076,0.36366045,0.06119745,0.3829897,0.38956684,0.92023355,0.56707186,0.7063513,0.8871987,0.0
0.4421293,0.0019621446,0.28533602,0.8141587,0.90184116,0.35150957,0.29399127,0.92450523,0.35107374,0.65224516,1.0
0.28030923,0.0979188,0.5012363,0.92323184,0.6186408,0.20882663,0.68242955,0.76836115,0.32076055,0.5592094,0.0
0.68195313,0.16035314,0.96410096,0.45125195,0.9796644,0.18957387,0.48377356,0.16585365,0.010180823,0.23787518,1.0
0.40318733,0.43113074,0.8865051,0.6356773,0.43444166,0.9879977,0.6142243,0.32266298,0.6913109,0.4956999,1.0
0.8811677,0.89651126,0.3673504,0.56233907,0.26577345,0.62663674,0.99234694,0.8325885,0.3664099,0.09538035,1.0
0.966682,0.38958478,0.2933809,0.31633538,0.48992336,0.9567514,0.98662233,0.29612672,0.3514687,0.51180655,0.0
0.008187288,0.17483656,0.936059,0.029435238,0.10097628,0.42064703,0.73145026,0.26887822,0.3059656,0.30547297,1.0
0.8726019,0.22609761,0.56240183,0.99993116,0.7284655,0.33635065,0.76545894,0.9539157,0.3735378,0.70801127,1.0
0.07580426,0.8952968,0.096256725,0.3729251,0.54250586,0.26357764,0.64926934,0.55442876,0.71718526,0.35413936,0.0
0.5460139,0.8121854,0.81069636,0.71423995,0.54193586,0.6732611,0.08688029,0.4713172,0.8601435,0.60736483,0.0
0.9416831,0.2621785,0.0963018,0.62661344,0.09092593,0.78213537,0.25674242,0.53875184,0.81137705,0.7880354,0.0
0.49597502,0.9758464,0.49763316,0.27879143,0.30243126,0.74364275,0.43710703,0.4187885,0.020486595,0.30527815,1.0
0.8603831,0.8035045,0.74651086,0.023128387,0.02699029,0.31146497,0.47445327,0.9097413,0.38462982,0.28852502,0.0
0.571153,0.9146943,0.7386387,0.85666627,0.18219765,0.12566444,0.54407114,0.6973708,0.95498806,0.3715344,0.0
0.34655684,0.5158543,0.68493795,0.56602377,0.7230307,0.38031495,0.86219764,0.18297559,0.31590465,0.77367765,0.0
0.33567226,0.6681546,0.2877976,0.18710434,0.30073255,0.8869933,0.46088314,0.22541516,0.32143858,0.0027709566,1.0
0.7558083,0.22567745,0.597921,0.025109539,0.8344984,0.18744475,0.0047683776,0.3011878,0.9204871,0.26261422,1.0
0.5034788,0.40722984,0.29424927,0.92735356,0.7889949,0.7619133,0.52610713,0.82486165,0.45842865,0.46518955,1.0
0.49377406,0.23691022,0.9236519,0.25875068,0.1981595,0.2437518,0.8173521,0.7685456,0.4271068,0.013781904,1.0
0.975735,0.13253097,0.85142267,0.7817231,0.9380758,0.7733985,0.3313716,0.23191404,0.37769082,0.20308717,0.0
0.71957475,0.82651865,0.6464389,0.18609273,0.03738471,0.58040124,0.4626731,0.19970393,0.3680839,0.54146624,0.0
0.6329171,0.47664377,0.9713928,0.0462264,0.6582079,0.9095579,0.2365642,0.2137072,0.7622328,0.48637378,1.0
0.9921775,0.5891236,0.92344195,0.01221052,0.15453961,0.68441904,0.41646636,0.83596456,0.4288981,0.7129967,1.0
0.56616,0.119903564,0.7179512,0.7063718,0.11571815,0.56191146,0.33565003,0.4588498,0.4227587,0.1047744,1.0
0.15802298,0.086808614,0.192447,0.8524444,0.02452265,0.43161726,0.8009364,0.1002582,0.22771358,0.7274397,1.0
0.64755243,0.56302387,0.17164081,0.794531,0.1414141,0.1347979,0.79503506,0.36922333,0.31261712,0.27867204,1.0
0.3249721,0.3405876,0.6963677,0.2402622,0.32532644,0.7762115,0.91315055,0.61283594,0.10511823,0.5415847,1.0
0.6277789,0.3140527,0.82800037,0.7820788,0.5753067,0.14501558,0.69738144,0.89534867,0.25010112,0.9586859,1.0
0.7713024,0.30032158,0.6168211,0.30784795,0.09946787,0.82414865,0.665807,0.6140007,0.14217289,0.37737712,1.0
0.8766361,0.16330446,0.047902886,0.19115147,0.25018,0.78364253,0.64814144,0.017342746,0.017289653,0.56689644,1.0
0.63329244,0.12542188,0.6104621,0.24035192,0.33672133,0.40883157,0.1161948,0.9630936,0.9737645,0.4450017,0.0
0.25746647,0.95859444,0.8180574,0.7242286,0.46181178,0.4105787,0.77934927,0.5196137,0.6605821,0.566193,1.0
0.7121854,0.094105005,0.37762108,0.1670892,0.2420439,0.20082428,0.5033223,0.018992988,0.9639676,0.5189638,0.0
0.052571513,0.68205386,0.26888806,0.106767595,0.83030367,0.1979076,0.10475427,0.056906454,0.72855777,0.65527123,1.0
0.00819914,0.22148053,0.70468205,0.15214086,0.57675076,0.21315646,0.44923428,0.86742306,0.30259642,0.6859724,1.0
0.43828124,0.096155256,0.36063498,0.84128004,0.97304624,0.8450817,0.16222839,0.3455093,0.83118814,0.55389595,1.0
0.7761858,0.7777833,0.071087904,0.34240657,0.47902152,0.9452247,0.8982288,0.423032,0.095665924,0.4045423,1.0
0.53590333,0.9043972,0.29487926,0.30886415,0.62718326,0.50519156,0.19586895,0.14472724,0.4894972,0.77939093,0.0
0.77883124,0.9758037,0.3827182,0.39198932,0.0018194948,0.8299174,0.64662844,0.76992214,0.4706232,0.9201935,1.0
0.029113797,0.11528118,0.37601733,0.08510591,0.08788788,0.56687266,0.21612202,0.62653524,0.92939985,0.8238822,1.0
0.24843039,0.089662924,0.95019245,0.9944959,0.3744949,0.46067727,0.14533366,0.7101808,0.4218336,0.8030152,1.0
0.57729673,0.042783808,0.33495453,0.8085962,0.68811387,0.63253194,0.67250466,0.60503685,0.6411243,0.6204211,1.0
0.53342795,0.7577471,0.36949256,0.47523835,0.40144956,0.20921049,0.32188895,0.055015076,0.32552764,0.3905831,0.0
0.093384095,0.22045512,0.24954174,0.2274702,0.3502217,0.14487611,0.73150134,0.34265485,0.12236524,0.5935998,1.0
0.17964818,0.05805632,0.16329214,0.4199948,0.693509,0.6415009,0.0052059796,0.7932907,0.3356878,0.6797157,1.0
0.032673173,0.39378825,0.019610502,0.8163455,0.18696718,0.6745479,0.27706617,0.13535112,0.93029535,0.59502465,1.0
0.890631,0.3065994,0.82983536,0.94168234,0.39518383,0.90413105,0.33508575,0.3246,0.99573267,0.95241046,1.0
0.22861834,0.837202,0.3424579,0.9792434,0.84981763,0.9049193,0.5736735,0.29415137,0.19752501,0.5278719,0.0
0.6715157,0.7417886,0.17038321,0.535888,0.4361098,0.2082242,0.5529623,0.27591372,0.53505456,0.20010935,0.0
0.8999425,0.33810282,0.6103346,0.12193299,0.6300172,0.27204034,0.9565316,0.39415428,0.60740656,0.21581337,1.0
0.8614762,0.8043329,0.24563532,0.91104853,0.040155023,0.75257313,0.45786878,0.8354594,0.46548596,0.0655821,0.0
0.22654553,0.9943748,0.3341776,0.16030522,0.80583084,0.04506983,0.06640875,0.2975188,0.047400974,0.9957127,0.0
0.6911289,0.51958644,0.80516636,0.6624868,0.17326495,0.2196338,0.86769426,0.33696133,0.44764033,0.39113572,0.0
0.05202981,0.7045737,0.5400741,0.67614007,0.27823138,0.4069139,0.19264977,0.41968262,0.65349144,0.94468904,0.0
0.6634572,0.5251597,0.41636723,0.105549686,0.4770743,0.1551081,0.5821872,0.7302471,0.9464956,0.29685286,1.0
0.39690554,0.18295194,0.87794054,0.82407725,0.7749599,0.05729004,0.5567194,0.23501356,0.119685195,0.7816131,0.0
0.21158138,0.5008117,0.52609634,0.213282,0.49226117,0.052819896,7.2449635e-05,0.8803219,0.4155887,0.9074198,1.0
0.49630737,0.4311083,0.29591215,0.08168894,0.30969465,0.60847026,0.7627863,0.54082555,0.75825584,0.15775159,0.0
0.5832399,0.8826032,0.21796021,0.22766894,0.7484325,0.8120568,0.24804632,0.3315698,0.6317694,0.39843172,1.0
0.624011,0.49643004,0.7736513,0.8458887,0.8638272,0.61152506,0.6125841,0.4496469,0.027614046,0.2991802,1.0
0.06369772,0.43778524,0.8494853,0.596802,0.6755326,0.18800797,0.26195315,0.16313215,0.84268874,0.28031301,1.0
0.5623263,0.14112861,0.12398891,0.34758335,0.33035317,0.32885322,0.6009328,0.31599015,0.7687359,0.09067077,1.0
0.32478586,0.66919315,0.6029321,0.11951562,0.43947348,0.30922148,0.63187045,0.12987028,0.6705659,0.46383253,0.0
0.27488998,0.747444,0.18790986,0.15223794,0.015355936,0.86130035,0.49236554,0.5167156,0.11476262,0.107776135,0.0
0.33378342,0.51623064,0.70087224,0.49927035,0.8315584,0.37739232,0.028087992,0.4261523,0.08500263,0.32205442,1.0
0.9851547,0.8573543,0.23645571,0.37596244,0.43116513,0.7638684,0.033457126,0.03862277,0.11711787,0.628325,0.0
0.4145466,0.84892565,0.2840579,0.48925203,0.70678574,0.5452012,0.31679997,0.15254277,0.5406034,0.1421565,0.0
0.9393045,0.5398906,0.1749153,0.72064257,0.10354719,0.7716448,0.4572891,0.13266195,0.037211034,0.993378,0.0
0.2743683,0.95224863,0.50183636,0.5030154,0.09106972,0.9507058,0.73289585,0.51872784,0.12025714,0.17567657,1.0
0.4321666,0.36225882,0.558138,0.076343976,0.04034602,0.5111031,0.02850138,0.059551954,0.37634146,0.06177907,0.0
0.38546962,0.24175051,0.18777029,0.40467983,0.11990391,0.34963936,0.43487364,0.83000296,0.9328062,0.30833843,0.0
0.29264206,0.56651825,0.13741443,0.3497122,0.05321638,0.37906814,0.11415134,0.56181294,0.64159375,0.98709154,0.0
0.19513866,0.20720215,0.9474195,0.86464083,0.61605406,0.84140724,0.20969215,0.8740288,0.8673075,0.24811225,1.0
0.5083733,0.9297743,0.67915,0.6605191,0.5597646,0.26883155,0.97841537,0.44750965,0.3114501,0.7285807,0.0
0.6077048,0.34224132,0.30379158,0.21450669,0.078486435,0.6257109,0.5056936,0.23484841,0.055124525,0.018901069,0.0
0.73849595,0.1882532,0.2666436,0.014112194,0.15063906,0.87444574,0.24206084,0.9539582,0.16434684,0.25326145,1.0
0.86771,0.42660832,0.26782894,0.69281375,0.051228404,0.89060515,0.84156156,0.085797034,0.79861873,0.96117043,0.0
0.49206963,0.5681533,0.67979676,0.26672694,0.64966124,0.4748675,0.4055418,0.9028016,0.7979031,0.9346076,1.0
0.8366518,0.041810602,0.6065294,0.6976369,0.66485745,0.27195644,0.42563036,0.039029136,0.09409413,0.5605119,0.0
0.58241177,0.20122929,0.44820273,0.47207725,0.011336777,0.14252079,0.62430006,0.9928201,0.65039176,0.12021667,1.0
0.8214403,0.43153772,0.08370021,0.5998246,0.2280461,0.41678175,0.31829426,0.642854,0.43103468,0.10398209,0.0
0.21567556,0.50044525,0.7891842,0.009743265,0.6124273,0.115881756,0.60404944,0.8368076,0.22848296,0.49551475,0.0
0.7740529,0.17557748,0.15256114,0.90504587,0.69464666,0.73657334,0.84396863,0.5394258,0.4884055,0.55625737,1.0
0.71701795,0.3909373,0.09516825,0.13559689,0.97390294,0.05171766,0.7116193,0.94368154,0.12925954,0.72226435,0.0
0.3024566,0.23696502,0.8526226,0.9093537,0.34705052,0.6326475,0.17593764,0.78975946,0.8812399,0.31867236,0.0
0.652967,0.8764177,0.015374906,0.85573524,0.57211435,0.41401538,0.52261585,0.824062,0.7221295,0.50126487,1.0
0.48765233,0.8992577,0.2323422,0.095701694,0.6786381,0.70221174,0.568386,0.26253656,0.29595307,0.61704326,1.0
0.27295834,0.4996212,0.33207434,0.5104382,0.2293639,0.19806048,0.73399836,0.38572752,0.2325662,0.8584204,0.0
0.40170047,0.11587016,0.708048,0.279972,0.56524223,0.62369305,0.96257436,0.1911012,0.28417206,0.9322198,0.0
0.7182929,0.449331,0.7347734,0.41338512,0.41005152,0.15641676,0.52204823,0.2626644,0.63359344,0.39860618,0.0
0.853721,0.7713626,0.14793323,0.591092,0.71374065,0.5144409,0.11394728,0.5032474,0.432899,0.32575443,1.0
0.58253556,0.32487234,0.23555669,0.7359013,0.21337102,0.80528826,0.979161,0.44123873,0.8123924,0.16836773,0.0
0.7973035,0.96246713,0.5170234,0.2557198,0.16082627,0.9166268,0.32457253,0.49700373,0.43343157,0.43521553,0.0
0.76525825,0.9351583,0.63677466,0.95713824,0.19044466,0.5639373,0.685507,0.7149763,0.75584745,0.3331501,1.0
0.8821946,0.13170557,0.27853572,0.468714,0.5919981,0.29528418,0.90782565,0.45184684,0.100337334,0.81905174,0.0
0.9654539,0.34632766,0.5546436,0.5830706,0.8016209,0.15183827,0.84125406,0.7216095,0.034920096,0.56691515,1.0
0.028033767,0.49643993,0.5994131,0.6348797,0.9268787,0.29705703,0.84456587,0.4522212,0.66693985,0.8079434,0.0
0.72404116,0.7955006,0.63606954,0.8007806,0.90901345,0.9044188,0.32788822,0.9719728,0.057666995,0.6164027,1.0
0.49522457,0.23047607,0.535148,0.06595466,0.55371416,0.8544654,0.1409724,0.3253522,0.63112324,0.35930127,1.0
0.41500303,0.3384509,0.4826699,0.37319595,0.14424832,0.1988128,0.07924659,0.46765706,0.8454039,0.090551086,1.0
0.6587255,0.42022315,0.87138104,0.36331356,0.6944434,0.39911222,0.54194844,0.7749456,0.96785706,0.13488744,0.0
0.5290971,0.13226864,0.03050372,0.7479506,0.9832713,0.59540325,0.072432645,0.06172798,0.31454736,0.38088405,0.0
0.0038664842,0.8426829,0.46857977,0.9957077,0.8841469,0.5007763,0.62705815,0.314552,0.3033561,0.13020496,1.0
0.5454002,0.08167127,0.44685966,0.3217244,0.79053336,0.38144562,0.9014953,0.18953043,0.9305466,0.59328663,0.0
0.120241605,0.5021502,0.2679182,0.7490365,0.65130943,0.06273651,0.4175462,0.8871362,0.407827,0.7436306,1.0
0.11338257,0.86691666,0.50243175,0.9475722,0.53732115,0.76922566,0.9721139,0.729347,0.5772733,0.36670813,1.0
0.042525087,0.43254572,0.41248044,0.82306224,0.1892527,0.74264485,0.037563615,0.88636535,0.6679426,0.42244378,1.0
